,latitude,longitude,surface,azim,kWp,tilt
4756,,,12,10.0,1.98,20.0
4757,,,60,-15.0,9.0,25.0
4758,,,20,-40.0,2.96,20.0
4759,,,22,-85.0,2.996,15.0
4760,,,15,-10.0,2.568,40.0
4761,,,21,5.0,3.0,40.0
4762,,,16,-5.0,2.88,35.0
4763,,,20,0.0,2.1,15.0
4764,,,15,15.0,2.22,40.0
4765,,,16,45.0,3.0,30.0
4766,,,20,-35.0,3.0,45.0
4767,,,19,-15.0,2.625,30.0
4768,,,21,-20.0,2.96,25.0
4769,,,30,0.0,5.0,25.0
4770,,,5,0.0,0.75,20.0
4771,,,21,30.0,2.992,45.0
4772,,,24,0.0,3.0,35.0
4773,,,17,70.0,2.3,20.0
4774,,,21,45.0,2.96,30.0
4775,,,17,40.0,2.88,40.0
4776,,,22,0.0,2.96,45.0
4777,,,18,-5.0,2.996,20.0
4778,,,18,20.0,2.996,15.0
4779,,,20,0.0,2.8,45.0
4780,,,5,5.0,0.765,40.0
4781,,,21,15.0,4.0,15.0
4782,,,133,15.0,17.48,45.0
4783,,,23,0.0,2.996,15.0
4784,,,96,-45.0,12.24,15.0
4785,,,643,-15.0,93.24,15.0
4786,,,21,60.0,3.0,45.0
4787,,,21,-10.0,2.88,20.0
4788,,,65,0.0,9.0,20.0
4789,,,20,15.0,2.1,25.0
4790,,,24,0.0,2.96,0.0
4791,,,21,-40.0,3.0,40.0
4792,,,22,-70.0,2.94,20.0
4793,,,23,10.0,2.96,20.0
4794,,,20,-15.0,2.88,10.0
4795,,,18,5.0,2.996,20.0
4796,,,21,-25.0,2.99,20.0
4797,,,110,0.0,17.0,20.0
4798,,,16,-20.0,2.568,30.0
4799,,,43,40.0,6.0,15.0
4800,,,20,50.0,2.94,30.0
4801,,,61,0.0,8.97,45.0
4802,,,292,0.0,38.85,15.0
4803,,,24,10.0,2.97,25.0
4804,,,16,0.0,2.16,20.0
4805,,,40,0.0,5.0,20.0
4806,,,20,0.0,2.992,40.0
4807,,,21,-90.0,2.96,30.0
4808,,,21,0.0,3.0,15.0
4809,,,24,45.0,3.78,30.0
4810,,,16,-20.0,3.0,25.0
4811,,,52,30.0,6.66,20.0
4812,,,18,0.0,2.59,35.0
4813,,,20,15.0,3.0,30.0
4814,,,23,20.0,2.94,20.0
4815,,,23,-60.0,3.0,30.0
4816,,,23,-40.0,3.01,20.0
4817,,,30,0.0,4.59,45.0
4818,,,22,0.0,2.925,30.0
4819,,,16,65.0,3.0,30.0
4820,,,23,-70.0,2.94,15.0
4821,,,17,-30.0,3.0,40.0
4822,,,21,0.0,2.996,45.0
4823,,,21,-15.0,2.568,30.0
4824,,,17,10.0,2.1,40.0
4825,,,21,45.0,2.96,30.0
4826,,,20,5.0,2.94,15.0
4827,,,17,30.0,2.88,20.0
4828,,,24,-50.0,3.0,30.0
4829,,,20,0.0,2.96,45.0
4830,,,17,0.0,2.94,20.0
4831,,,23,90.0,3.0,25.0
4832,,,23,5.0,2.996,15.0
4833,,,18,-70.0,2.996,20.0
4834,,,22,90.0,3.0,35.0
4835,,,20,-15.0,3.0,30.0
4836,,,24,25.0,3.0,30.0
4837,,,22,50.0,2.96,20.0
4838,,,15,15.0,2.25,30.0
4839,,,22,5.0,3.0,45.0
4840,,,18,-10.0,2.94,30.0
4841,,,18,20.0,2.87,20.0
4842,,,14,-70.0,2.3,20.0
4843,,,20,45.0,3.12,50.0
4844,,,22,90.0,3.0,25.0
4845,,,20,10.0,2.904,25.0
4846,,,23,5.0,2.96,40.0
4847,,,16,-10.0,3.0,25.0
4848,,,20,30.0,3.0,20.0
4849,,,27,-30.0,3.8,45.0
4850,,,20,90.0,2.52,30.0
4851,,,23,0.0,2.94,20.0
4852,,,25,45.0,3.0,45.0
4853,,,18,20.0,2.996,45.0
4854,,,22,-20.0,2.96,40.0
4855,,,18,-35.0,2.96,30.0
4856,,,21,45.0,2.8,20.0
4857,,,24,-30.0,3.0,30.0
4858,,,25,25.0,3.0,15.0
4859,,,23,-5.0,2.97,20.0
4860,,,21,-45.0,2.835,35.0
4861,,,26,-5.0,2.96,35.0
4862,,,20,25.0,3.0,25.0
4863,,,17,-20.0,2.94,20.0
4864,,,21,-20.0,2.94,20.0
4865,,,20,-45.0,3.2,35.0
4866,,,28,-90.0,2.99,15.0
4867,,,24,30.0,3.0,20.0
4868,,,21,45.0,2.96,20.0
4869,,,22,-80.0,2.94,30.0
4870,,,21,45.0,2.96,20.0
4871,,,22,0.0,2.85,45.0
4872,,,22,0.0,2.992,40.0
4873,,,15,-45.0,2.64,15.0
4874,,,40,-15.0,6.0,20.0
4875,,,36,-90.0,3.48,45.0
4876,,,19,25.0,3.055,20.0
4877,,,19,0.0,2.0,30.0
4878,,,7,0.0,1.0,35.0
4879,,,22,0.0,2.52,25.0
4880,,,22,0.0,2.295,20.0
4881,,,17,-80.0,2.31,35.0
4882,,,23,-80.0,3.0,30.0
4883,,,21,45.0,2.16,30.0
4884,,,18,45.0,2.996,30.0
4885,,,23,-45.0,2.97,15.0
4886,,,27,90.0,3.0,20.0
4887,,,25,-70.0,3.0,25.0
4888,,,23,30.0,2.88,35.0
4889,,,22,-135.0,3.12,45.0
4890,,,24,20.0,2.996,20.0
4891,,,19,45.0,2.28,25.0
4892,,,17,-155.0,1.9,65.0
4893,,,18,0.0,2.99,30.0
4894,,,20,0.0,2.5,40.0
4895,,,20,0.0,2.52,25.0
4896,,,26,35.0,2.94,20.0
4897,,,19,-45.0,2.94,25.0
4898,,,21,30.0,2.88,40.0
4899,,,34,80.0,2.94,35.0
4900,,,60,10.0,9.0,15.0
4901,,,17,-60.0,3.0,20.0
4902,,,29,90.0,3.06,20.0
4903,,,21,40.0,2.88,15.0
4904,,,22,-5.0,3.0,20.0
4905,,,21,15.0,2.625,35.0
4906,,,20,5.0,2.99,30.0
4907,,,21,-80.0,2.96,30.0
4908,,,21,-25.0,2.94,25.0
4909,,,16,-70.0,2.64,35.0
4910,,,180,-45.0,32.4,40.0
4911,,,17,-30.0,3.0,35.0
4912,,,23,-20.0,2.94,30.0
4913,,,24,0.0,2.96,20.0
4914,,,197,35.0,29.0,15.0
4915,,,22,5.0,3.0,45.0
4916,,,25,-45.0,3.0,35.0
4917,,,20,-45.0,3.0,30.0
4918,,,15,20.0,2.64,25.0
4919,,,20,-40.0,2.94,25.0
4920,,,50,-10.0,6.84,20.0
4921,,,23,-55.0,3.0,25.0
4922,,,38,-45.0,5.64,20.0
4923,,,20,0.0,2.5,15.0
4924,,,22,0.0,3.0,20.0
4925,,,18,-145.0,2.996,30.0
4926,,,21,5.0,2.925,40.0
4927,,,20,30.0,2.52,30.0
4928,,,33,-15.0,5.67,20.0
4929,,,23,-90.0,2.85,30.0
4930,,,25,-20.0,2.99,10.0
4931,,,19,-15.0,2.892,40.0
4932,,,22,-50.0,3.0,30.0
4933,,,31,20.0,4.8,25.0
4934,,,21,-80.0,2.94,45.0
4935,,,19,-10.0,2.996,20.0
4936,,,18,65.0,2.94,20.0
4937,,,16,-5.0,2.28,40.0
4938,,,16,180.0,2.1,45.0
4939,,,21,0.0,2.87,30.0
4940,,,20,45.0,2.96,30.0
4941,,,21,0.0,2.1,30.0
4942,,,25,-40.0,2.96,35.0
4943,,,27,40.0,2.96,20.0
4944,,,22,-30.0,2.925,40.0
4945,,,21,15.0,2.88,30.0
4946,,,21,-65.0,2.96,15.0
4947,,,21,-40.0,2.88,40.0
4948,,,20,10.0,2.94,25.0
4949,,,25,-90.0,2.96,20.0
4950,,,12,90.0,1.6,35.0
4951,,,49,75.0,9.0,20.0
4952,,,23,90.0,2.94,25.0
4953,,,260,-40.0,38.7,50.0
4954,,,24,-70.0,3.24,40.0
4955,,,16,-30.0,3.0,20.0
4956,,,23,-20.0,2.94,30.0
4957,,,23,-10.0,2.996,20.0
4958,,,23,5.0,2.88,20.0
4959,,,20,-15.0,3.0,20.0
4960,,,21,70.0,2.94,40.0
4961,,,18,0.0,3.0,40.0
4962,,,26,-50.0,2.925,35.0
4963,,,24,60.0,2.97,15.0
4964,,,20,0.0,2.38,20.0
4965,,,18,0.0,3.01,20.0
4966,,,22,30.0,2.88,20.0
4967,,,19,45.0,2.45,20.0
4968,,,20,45.0,2.82,35.0
4969,,,18,-5.0,2.996,20.0
4970,,,21,45.0,2.72,20.0
4971,,,23,-75.0,2.996,15.0
4972,,,18,0.0,2.996,15.0
4973,,,24,-5.0,2.56,35.0
4974,,,330,30.0,57.4,30.0
4975,,,20,0.0,2.88,20.0
4976,,,25,25.0,3.0,30.0
4977,,,60,10.0,9.0,40.0
4978,,,21,-100.0,2.88,30.0
4979,,,20,-160.0,3.0,15.0
4980,,,22,45.0,3.15,15.0
4981,,,17,60.0,2.76,15.0
4982,,,15,-15.0,2.568,20.0
4983,,,19,-5.0,2.94,20.0
4984,,,24,0.0,2.916,20.0
4985,,,17,-20.0,2.65,5.0
4986,,,20,5.0,2.88,35.0
4987,,,20,5.0,2.88,45.0
4988,,,16,0.0,2.1,25.0
4989,,,20,25.0,3.0,30.0
4990,,,20,45.0,2.64,35.0
4991,,,25,100.0,3.04,35.0
4992,,,21,-30.0,2.8,25.0
4993,,,15,0.0,2.0,15.0
4994,,,20,-45.0,3.0,35.0
4995,,,21,0.0,2.88,40.0
4996,,,20,40.0,2.775,20.0
4997,,,24,-15.0,2.94,35.0
4998,,,23,-20.0,2.97,45.0
4999,,,21,30.0,2.88,20.0
5000,,,30,-60.0,3.0,35.0
5001,,,21,-20.0,2.96,20.0
5002,,,23,30.0,2.97,40.0
5003,,,882,-15.0,126.0,15.0
5004,,,23,45.0,2.8,45.0
5005,,,22,-45.0,2.94,15.0
5006,,,20,-85.0,2.96,35.0
5007,,,23,-50.0,3.0,25.0
5008,,,20,-5.0,3.68,35.0
5009,,,25,5.0,2.97,20.0
5010,,,21,90.0,2.96,20.0
5011,,,23,45.0,2.996,35.0
5012,,,21,35.0,3.0,45.0
5013,,,18,-30.0,2.94,30.0
5014,,,21,30.0,2.94,25.0
5015,,,18,-15.0,3.01,20.0
5016,,,17,-15.0,3.0,45.0
5017,,,18,-25.0,2.996,45.0
5018,,,340,-45.0,37.95,15.0
5019,,,20,-25.0,3.0,40.0
5020,,,515,-10.0,74.52,20.0
5021,,,26,0.0,2.96,30.0
5022,,,18,0.0,2.76,20.0
5023,,,24,-45.0,2.94,45.0
5024,,,22,-10.0,2.94,5.0
5025,,,32,45.0,4.5,45.0
5026,,,20,50.0,2.8,20.0
5027,,,18,0.0,2.996,45.0
5028,,,19,-15.0,3.0,35.0
5029,,,24,-165.0,3.0,15.0
5030,,,18,-60.0,2.996,20.0
5031,,,16,5.0,2.16,20.0
5032,,,18,10.0,3.0,40.0
5033,,,23,0.0,2.96,20.0
5034,,,40,75.0,6.0,30.0
5035,,,18,-20.0,2.996,20.0
5036,,,20,90.0,3.0,25.0
5037,,,24,-30.0,2.988,20.0
5038,,,21,0.0,2.52,15.0
5039,,,80,135.0,12.0,20.0
5040,,,26,0.0,3.0,35.0
5041,,,11,20.0,1.44,30.0
5042,,,23,-30.0,2.96,35.0
5043,,,20,0.0,2.6,15.0
5044,,,7,0.0,0.66,10.0
5045,,,18,0.0,2.31,30.0
5046,,,27,0.0,2.97,45.0
5047,,,23,0.0,2.996,30.0
5048,,,19,90.0,2.34,45.0
5049,,,21,45.0,2.992,20.0
5050,,,23,0.0,2.94,30.0
5051,,,23,0.0,2.94,20.0
5052,,,24,30.0,3.0,20.0
5053,,,20,40.0,3.6,40.0
5054,,,15,0.0,2.05,35.0
5055,,,65,-50.0,7.48,30.0
5056,,,30,-5.0,4.2,20.0
5057,,,22,-10.0,2.88,20.0
5058,,,22,-60.0,2.97,25.0
5059,,,17,-45.0,3.0,20.0
5060,,,22,-60.0,2.96,30.0
5061,,,23,0.0,2.96,35.0
5062,,,18,-5.0,2.94,50.0
5063,,,24,0.0,2.7,30.0
5064,,,20,10.0,2.94,45.0
5065,,,16,-25.0,2.72,20.0
5066,,,18,-45.0,2.31,40.0
5067,,,10,-10.0,1.0,55.0
5068,,,18,0.0,2.45,40.0
5069,,,150,-10.0,17.5,15.0
5070,,,29,0.0,4.0,30.0
5071,,,22,0.0,2.94,60.0
5072,,,60,40.0,8.46,20.0
5073,,,29,10.0,3.0,45.0
5074,,,24,10.0,3.0,35.0
5075,,,21,15.0,2.88,30.0
5076,,,18,-60.0,2.996,45.0
5077,,,18,-20.0,2.94,20.0
5078,,,22,-20.0,2.99,45.0
5079,,,22,0.0,2.64,30.0
5080,,,18,60.0,2.94,20.0
5081,,,25,-60.0,2.94,45.0
5082,,,24,-45.0,3.0,35.0
5083,,,30,-20.0,3.75,45.0
5084,,,22,-30.0,2.94,20.0
5085,,,21,0.0,2.55,45.0
5086,,,21,20.0,2.96,20.0
5087,,,17,-35.0,3.0,15.0
5088,,,23,-70.0,3.0,35.0
5089,,,13,5.0,2.0,45.0
5090,,,18,70.0,2.996,20.0
5091,,,20,80.0,2.996,20.0
5092,,,22,-20.0,2.94,15.0
5093,,,27,30.0,3.0,30.0
5094,,,22,-55.0,2.96,45.0
5095,,,23,-40.0,2.96,40.0
5096,,,16,45.0,2.1,30.0
5097,,,21,5.0,2.562,0.0
5098,,,18,80.0,2.94,20.0
5099,,,45,0.0,5.88,30.0
5100,,,21,0.0,2.96,45.0
5101,,,20,-5.0,3.08,15.0
5102,,,190,0.0,25.84,15.0
5103,,,24,-70.0,2.97,45.0
5104,,,25,-85.0,3.0,35.0
5105,,,266,-20.0,36.48,25.0
5106,,,36,0.0,6.0,20.0
5107,,,30,-40.0,4.5,20.0
5108,,,24,0.0,2.96,35.0
5109,,,18,75.0,3.0,45.0
5110,,,21,45.0,2.73,10.0
5111,,,16,0.0,2.1,45.0
5112,,,20,0.0,2.96,30.0
5113,,,25,-45.0,2.16,15.0
5114,,,18,-5.0,2.996,15.0
5115,,,40,-10.0,6.25,30.0
5116,,,16,0.0,2.3,30.0
5117,,,19,0.0,2.88,40.0
5118,,,35,5.0,5.4,35.0
5119,,,21,0.0,2.94,45.0
5120,,,25,0.0,2.96,20.0
5121,,,21,0.0,3.0,30.0
5122,,,49,45.0,9.0,20.0
5123,,,20,-30.0,2.412,35.0
5124,,,18,-20.0,2.94,20.0
5125,,,23,105.0,3.0,15.0
5126,,,21,-10.0,2.94,20.0
5127,,,18,-70.0,2.43,40.0
5128,,,23,-40.0,2.94,20.0
5129,,,40,15.0,6.0,40.0
5130,,,24,10.0,2.916,30.0
5131,,,22,-45.0,3.0,35.0
5132,,,15,0.0,2.88,25.0
5133,,,23,0.0,2.88,30.0
5134,,,40,-45.0,6.0,45.0
5135,,,24,-5.0,2.94,20.0
5136,,,40,30.0,6.0,20.0
5137,,,24,-5.0,3.0,30.0
5138,,,21,10.0,2.96,20.0
5139,,,19,-20.0,2.99,20.0
5140,,,48,-15.0,7.0,30.0
5141,,,29,45.0,2.88,45.0
5142,,,23,45.0,2.88,20.0
5143,,,10,0.0,1.64,45.0
5144,,,23,0.0,3.0,30.0
5145,,,20,0.0,2.94,30.0
5146,,,16,0.0,3.0,15.0
5147,,,581,0.0,83.19,35.0
5148,,,1,-95.0,0.141,30.0
5149,,,18,0.0,2.52,30.0
5150,,,25,70.0,2.22,20.0
5151,,,6,-45.0,0.64,35.0
5152,,,21,10.0,2.94,20.0
5153,,,23,-30.0,2.88,20.0
5154,,,20,0.0,3.0,25.0
5155,,,22,-65.0,3.0,20.0
5156,,,15,-30.0,2.1,45.0
5157,,,664,0.0,96.0,20.0
5158,,,22,-40.0,2.925,30.0
5159,,,22,-5.0,2.94,30.0
5160,,,22,60.0,3.01,30.0
5161,,,20,0.0,2.72,35.0
5162,,,16,5.0,2.996,50.0
5163,,,22,10.0,3.0,35.0
5164,,,16,75.0,3.0,50.0
5165,,,23,90.0,2.97,30.0
5166,,,22,10.0,2.8,20.0
5167,,,23,-45.0,3.01,25.0
5168,,,24,50.0,3.0,30.0
5169,,,16,90.0,2.1,30.0
5170,,,26,5.0,3.0,30.0
5171,,,23,45.0,2.94,20.0
5172,,,25,-45.0,2.8,20.0
5173,,,21,0.0,2.99,45.0
5174,,,23,-45.0,2.96,15.0
5175,,,18,5.0,2.94,20.0
5176,,,17,0.0,2.88,35.0
5177,,,261,-10.0,34.2,15.0
5178,,,27,0.0,3.08,35.0
5179,,,23,-10.0,2.94,20.0
5180,,,11,15.0,1.926,30.0
5181,,,18,-5.0,2.996,20.0
5182,,,23,-45.0,3.15,25.0
5183,,,21,-60.0,2.96,30.0
5184,,,18,-15.0,2.94,40.0
5185,,,20,0.0,2.96,45.0
5186,,,20,0.0,2.94,45.0
5187,,,21,-20.0,2.94,20.0
5188,,,283,-15.0,37.74,20.0
5189,,,18,-45.0,1.85,20.0
5190,,,20,-30.0,2.96,45.0
5191,,,72,0.0,9.6,20.0
5192,,,50,0.0,9.0,40.0
5193,,,20,5.0,2.86,20.0
5194,,,22,-60.0,2.992,20.0
5195,,,22,30.0,2.782,20.0
5196,,,28,-30.0,2.88,20.0
5197,,,22,0.0,2.88,25.0
5198,,,25,5.0,2.925,35.0
5199,,,32,30.0,6.3,50.0
5200,,,40,-90.0,5.76,35.0
5201,,,21,-50.0,2.94,20.0
5202,,,21,-45.0,3.68,30.0
5203,,,22,75.0,3.0,20.0
5204,,,10,-80.0,1.8,30.0
5205,,,17,-30.0,2.94,20.0
5206,,,16,-25.0,3.0,30.0
5207,,,69,60.0,9.0,45.0
5208,,,23,-45.0,2.835,40.0
5209,,,20,-80.0,2.992,25.0
5210,,,23,90.0,2.94,45.0
5211,,,18,0.0,2.6,45.0
5212,,,18,-85.0,2.996,35.0
5213,,,23,40.0,2.94,20.0
5214,,,16,-90.0,2.16,20.0
5215,,,16,90.0,2.0,30.0
5216,,,109,25.0,14.7,15.0
5217,,,21,-40.0,2.8,30.0
5218,,,10,-90.0,1.7,45.0
5219,,,25,70.0,3.04,20.0
5220,,,8,0.0,1.1,35.0
5221,,,22,50.0,3.042,45.0
5222,,,23,0.0,2.94,20.0
5223,,,17,0.0,2.22,30.0
5224,,,15,20.0,2.1,15.0
5225,,,21,45.0,2.55,25.0
5226,,,21,45.0,2.99,15.0
5227,,,20,55.0,2.34,35.0
5228,,,22,-45.0,2.88,20.0
5229,,,20,15.0,2.96,30.0
5230,,,22,70.0,2.85,15.0
5231,,,24,0.0,2.97,15.0
5232,,,142,60.0,21.0,25.0
5233,,,20,90.0,3.0,45.0
5234,,,22,60.0,2.96,45.0
5235,,,21,50.0,2.96,20.0
5236,,,20,0.0,3.0,20.0
5237,,,21,10.0,2.8,20.0
5238,,,775,0.0,103.6,15.0
5239,,,22,-30.0,2.94,20.0
5240,,,21,0.0,3.12,35.0
5241,,,25,45.0,3.75,50.0
5242,,,18,-45.0,2.64,20.0
5243,,,23,-15.0,3.0,35.0
5244,,,21,-15.0,2.88,35.0
5245,,,270,15.0,36.52,15.0
5246,,,23,-5.0,3.0,20.0
5247,,,21,-5.0,2.8,15.0
5248,,,23,30.0,2.94,20.0
5249,,,18,0.0,3.01,20.0
5250,,,53,95.0,7.04,30.0
5251,,,21,40.0,2.8,30.0
5252,,,16,30.0,2.22,30.0
5253,,,60,0.0,9.0,40.0
5254,,,20,0.0,3.2,30.0
5255,,,16,-60.0,2.04,30.0
5256,,,21,-90.0,2.8,25.0
5257,,,22,-15.0,2.94,45.0
5258,,,21,10.0,2.94,45.0
5259,,,28,0.0,2.97,30.0
5260,,,2,0.0,0.24,15.0
5261,,,21,-35.0,2.94,35.0
5262,,,20,70.0,3.0,40.0
5263,,,20,-20.0,2.76,20.0
5264,,,19,20.0,2.996,45.0
5265,,,13,20.0,1.92,35.0
5266,,,20,0.0,2.88,20.0
5267,,,19,-25.0,2.94,45.0
5268,,,22,55.0,3.0,35.0
5269,,,20,0.0,2.96,15.0
5270,,,20,30.0,3.04,35.0
5271,,,8,0.0,1.5,40.0
5272,,,20,0.0,2.996,30.0
5273,,,117,10.0,17.94,20.0
5274,,,24,150.0,2.55,20.0
5275,,,20,25.0,2.88,20.0
5276,,,23,0.0,4.14,40.0
5277,,,277,-5.0,38.64,15.0
5278,,,39,0.0,5.88,15.0
5279,,,18,10.0,2.94,20.0
5280,,,20,45.0,2.94,40.0
5281,,,310,0.0,36.0,30.0
5282,,,17,15.0,1.98,20.0
5283,,,19,-20.0,2.775,30.0
5284,,,17,0.0,2.28,40.0
5285,,,20,0.0,3.0,35.0
5286,,,24,75.0,3.0,25.0
5287,,,21,-30.0,2.96,25.0
5288,,,600,-50.0,65.0,5.0
5289,,,23,45.0,2.97,45.0
5290,,,18,65.0,2.94,20.0
5291,,,17,-5.0,2.76,20.0
5292,,,22,25.0,2.625,20.0
5293,,,14,0.0,1.5,35.0
5294,,,30,0.0,2.97,35.0
5295,,,23,-25.0,3.36,35.0
5296,,,20,65.0,3.0,45.0
5297,,,22,-60.0,3.0,15.0
5298,,,21,-50.0,2.8,20.0
5299,,,20,45.0,2.7,15.0
5300,,,21,-10.0,2.85,25.0
5301,,,18,-45.0,2.94,45.0
5302,,,20,10.0,2.94,20.0
5303,,,23,40.0,2.94,25.0
5304,,,40,45.0,5.88,25.0
5305,,,22,-30.0,2.926,30.0
5306,,,21,-45.0,2.88,20.0
5307,,,20,-30.0,2.996,15.0
5308,,,40,-5.0,6.12,20.0
5309,,,18,10.0,2.996,20.0
5310,,,39,50.0,5.59,35.0
5311,,,23,-40.0,2.916,20.0
5312,,,25,-40.0,2.97,30.0
5313,,,21,30.0,3.0,20.0
5314,,,24,130.0,3.0,20.0
5315,,,21,-90.0,2.94,35.0
5316,,,24,-10.0,2.94,45.0
5317,,,21,-60.0,2.8,20.0
5318,,,24,25.0,3.0,15.0
5319,,,20,-45.0,2.1,25.0
5320,,,20,0.0,2.88,15.0
5321,,,18,20.0,2.996,30.0
5322,,,20,5.0,2.6,20.0
5323,,,16,0.0,2.94,15.0
5324,,,19,30.0,2.996,20.0
5325,,,55,20.0,7.4,40.0
5326,,,25,-60.0,2.22,30.0
5327,,,20,-50.0,2.4,20.0
5328,,,22,-110.0,2.96,20.0
5329,,,30,0.0,2.59,25.0
5330,,,31,90.0,3.08,35.0
5331,,,20,30.0,2.96,45.0
5332,,,24,0.0,2.97,20.0
5333,,,21,50.0,2.8,40.0
5334,,,21,25.0,2.96,20.0
5335,,,92,-15.0,12.54,35.0
5336,,,19,5.0,2.94,25.0
5337,,,20,40.0,2.96,35.0
5338,,,24,60.0,2.97,35.0
5339,,,18,-35.0,2.97,35.0
5340,,,26,0.0,2.7,20.0
5341,,,150,100.0,19.0,20.0
5342,,,11,5.0,1.36,30.0
5343,,,10,-175.0,1.6,10.0
5344,,,23,20.0,2.992,20.0
5345,,,153,-10.0,27.984,45.0
5346,,,60,90.0,9.0,15.0
5347,,,24,0.0,2.94,35.0
5348,,,20,-90.0,2.55,25.0
5349,,,23,90.0,3.1,30.0
5350,,,21,30.0,2.96,50.0
5351,,,21,0.0,2.96,35.0
5352,,,18,50.0,2.996,20.0
5353,,,22,20.0,2.96,45.0
5354,,,23,0.0,2.94,25.0
5355,,,21,-45.0,2.52,45.0
5356,,,39,45.0,4.28,45.0
5357,,,250,10.0,34.2,15.0
5358,,,23,-35.0,2.88,20.0
5359,,,24,40.0,2.94,20.0
5360,,,21,0.0,2.8,40.0
5361,,,22,-45.0,2.94,15.0
5362,,,17,-45.0,2.996,20.0
5363,,,24,30.0,2.99,35.0
5364,,,18,20.0,2.996,20.0
5365,,,17,100.0,2.88,15.0
5366,,,22,5.0,2.88,25.0
5367,,,22,-90.0,2.4,30.0
5368,,,23,0.0,3.0,20.0
5369,,,20,-65.0,2.96,20.0
5370,,,23,45.0,2.925,30.0
5371,,,20,10.0,2.96,25.0
5372,,,20,45.0,2.96,20.0
5373,,,23,-15.0,3.0,25.0
5374,,,20,-45.0,3.0,30.0
5375,,,20,-45.0,2.94,5.0
5376,,,12,45.0,1.2,15.0
5377,,,19,20.0,2.99,45.0
5378,,,22,10.0,3.0,20.0
5379,,,16,-45.0,2.16,20.0
5380,,,22,-45.0,2.94,40.0
5381,,,23,-45.0,2.96,30.0
5382,,,20,-10.0,2.94,25.0
5383,,,18,45.0,2.996,15.0
5384,,,18,0.0,1.95,30.0
5385,,,18,0.0,2.94,20.0
5386,,,20,-30.0,2.96,40.0
5387,,,23,0.0,2.982,35.0
5388,,,22,15.0,2.88,15.0
5389,,,100,0.0,10.8,20.0
5390,,,25,-45.0,3.0,35.0
5391,,,23,0.0,3.36,20.0
5392,,,16,45.0,3.0,15.0
5393,,,20,30.0,2.94,20.0
5394,,,25,45.0,3.0,35.0
5395,,,18,5.0,2.94,20.0
5396,,,21,0.0,2.94,30.0
5397,,,18,-5.0,2.94,35.0
5398,,,17,-5.0,1.485,25.0
5399,,,19,-25.0,1.98,30.0
5400,,,23,0.0,3.06,20.0
5401,,,19,30.0,3.12,30.0
5402,,,12,0.0,2.05,30.0
5403,,,23,-10.0,2.94,45.0
5404,,,38,-40.0,3.4,15.0
5405,,,22,5.0,2.97,15.0
5406,,,21,-20.0,2.96,45.0
5407,,,21,-25.0,2.45,20.0
5408,,,23,-20.0,2.97,10.0
5409,,,20,50.0,2.88,30.0
5410,,,18,35.0,2.94,30.0
5411,,,20,-70.0,2.996,25.0
5412,,,16,-25.0,1.98,25.0
5413,,,23,0.0,3.0,25.0
5414,,,42,0.0,5.88,60.0
5415,,,24,-35.0,2.88,35.0
5416,,,19,-5.0,2.96,30.0
5417,,,26,5.0,2.96,50.0
5418,,,24,15.0,3.15,40.0
5419,,,23,0.0,2.97,20.0
5420,,,29,0.0,2.85,50.0
5421,,,12,-5.0,1.8,25.0
5422,,,18,0.0,2.94,40.0
5423,,,23,5.0,2.996,20.0
5424,,,18,-20.0,2.34,20.0
5425,,,21,-10.0,2.7,20.0
5426,,,22,30.0,2.88,40.0
5427,,,60,-5.0,8.0,30.0
5428,,,20,15.0,1.92,30.0
5429,,,23,5.0,3.0,45.0
5430,,,20,35.0,2.96,45.0
5431,,,21,-20.0,2.88,20.0
5432,,,20,-60.0,3.0,35.0
5433,,,18,10.0,2.94,20.0
5434,,,18,-70.0,2.996,45.0
5435,,,17,90.0,2.82,15.0
5436,,,13,0.0,1.75,45.0
5437,,,24,-45.0,3.04,25.0
5438,,,18,30.0,3.0,25.0
5439,,,29,5.0,2.996,45.0
5440,,,24,0.0,3.0,45.0
5441,,,52,-35.0,5.92,15.0
5442,,,21,45.0,2.87,45.0
5443,,,21,-45.0,2.88,20.0
5444,,,25,-45.0,3.0,35.0
5445,,,22,-35.0,2.94,40.0
5446,,,310,70.0,45.0,10.0
5447,,,21,0.0,2.88,30.0
5448,,,15,25.0,2.568,20.0
5449,,,23,90.0,2.996,20.0
5450,,,19,-5.0,2.996,15.0
5451,,,5,-30.0,0.78,40.0
5452,,,21,-15.0,2.96,20.0
5453,,,19,10.0,2.94,25.0
5454,,,20,-5.0,2.925,50.0
5455,,,20,-25.0,3.0,15.0
5456,,,19,-60.0,2.94,20.0
5457,,,23,45.0,3.01,30.0
5458,,,28,0.0,2.97,20.0
5459,,,21,5.0,2.88,30.0
5460,,,21,20.0,2.996,20.0
5461,,,25,-10.0,2.7,25.0
5462,,,18,70.0,3.0,35.0
5463,,,27,-15.0,2.97,15.0
5464,,,21,35.0,2.96,30.0
5465,,,22,-65.0,2.94,20.0
5466,,,200,-90.0,28.0,10.0
5467,,,18,-70.0,2.996,20.0
5468,,,13,30.0,2.1,20.0
5469,,,27,-35.0,2.88,20.0
5470,,,30,0.0,5.0,20.0
5471,,,18,-75.0,2.996,30.0
5472,,,23,0.0,2.996,15.0
5473,,,20,0.0,2.52,45.0
5474,,,21,-105.0,2.96,20.0
5475,,,21,-45.0,2.52,15.0
